slug,url,kind,status,title,high,medium,low,priority,manual_review,findings
"ultrawide-vs-dual-monitor","/guide/ultrawide-vs-dual-monitor","registry (GuideDetail)","not rewritten","Ultrawide vs Dual Monitor: Which Is Better for Your Desk?","0","1","1","29","no","[medium] R41 usage threshold: 1× 8-hour workday ; [low] R42 population claim: 1× most people"
"best-leather-office-chair","/chairs/best-leather-office-chair","rich","not rewritten","8 Best Leather Office Chairs in 2026","1","4","2","29","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: Best leather office chairs in 2026. Genuine, top-grain, and PU leather office chairs ranke ; [medium] R31 template phrase: 24× at pricing is | at a budget-friendly price | worth calling out specifically | set against that ; [high] Star rating in prose: 7× 4.4 star | 4.4 stars | 4.0 star | 4.6 stars ; [medium] R41 usage threshold: 2× all-day use | all-day comfort ; [medium] R5 title identical to sister site: 8 Best Leather Office Chairs in 2026 ; [low] R6 formulaic title: 8 Best Leather Office Chairs in 2026"
"best-curved-ultrawide-monitor","/desk-setup/best-curved-ultrawide-monitor","rich","not rewritten","7 Best Curved Ultrawide Monitors in 2026","1","4","2","29","yes","[low] R14 missing Skip if: 7/7 products ; [medium] R26 SEO-style meta description: 7 best curved ultrawide monitors in 2026, comparing 1500R VA panels to 1800R QD-OLED. Lear ; [medium] R31 template phrase: 11× at a competitive price | set against that | both matter when comparing | a genuine advantage here ; [high] Star rating in prose: 1× 4.6 stars ; [medium] R40 a/an grammar: 1× an panel ; [medium] R5 title identical to sister site: 7 Best Curved Ultrawide Monitors in 2026 ; [low] R6 formulaic title: 7 Best Curved Ultrawide Monitors in 2026"
"best-office-chairs-for-long-hours","/chairs/best-office-chairs-for-long-hours","rich","not rewritten","8 Best Office Chairs for Long Hours in 2026","1","4","2","29","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R31 template phrase: 14× neither should be a surprise | that's a real strength | weigh it against the flip side | worth calling out specifically ; [high] Star rating in prose: 9× 4.4-star | 4.6-star | 4.6 stars | 4.3-star ; [medium] R41 usage threshold: 1× 3 year lifespan ; [medium] R40 a/an grammar: 2× a office ; [medium] R5 title identical to sister site: 8 Best Office Chairs for Long Hours in 2026 ; [low] R6 formulaic title: 8 Best Office Chairs for Long Hours in 2026"
"best-drawing-tablets-with-screens-under-70","/guide/best-drawing-tablets-with-screens-under-70","rich","not rewritten","8 Best Drawing Tablets With Screens Under $70 in 2026","0","9","2","29","no","[low] R14 missing Skip if: 8/8 products ; [medium] Price in prose ≠ price field: VEIKK VK1200 V2 Drawing Tablet with Screen,11.6'',16384 Pressure Sentivity: $70 vs $142.99 ; [medium] Price in prose ≠ price field: HUION Drawing Tablet H420X Graphics Tablet with 8192 Level Pen Pressure: $100 vs $24.99 ; [medium] Price in prose ≠ price field: Wacom Intuos Small: $100 vs $39.95 ; [medium] Price in prose ≠ price field: UGEE M708 Drawing Tablet: $100 vs $37.76 ; [medium] Price in prose ≠ price field: UGEE Drawing Tablet Graphics: $100 vs $39.99 ; [medium] Price in prose ≠ price field: HUION Inspiroy H640P 6x4 inch Drawing Tablet 8192 Pen Pressure: $100 vs $27.99 ; [medium] Price in prose ≠ price field: XOPPOX Graphics Drawing Tablet: $100 vs $37.99 ; [medium] Price in prose ≠ price field: Graphics Drawing Tablet: $100 vs $49.99 ; [medium] R5 title identical to sister site: 8 Best Drawing Tablets With Screens Under $70 in 2026 ; [low] R6 formulaic title: 8 Best Drawing Tablets With Screens Under $70 in 2026"
"best-drawing-tablets-with-screens-under-90","/guide/best-drawing-tablets-with-screens-under-90","rich","not rewritten","8 Best Drawing Tablets With Screens Under $90 in 2026","0","9","2","29","no","[low] R14 missing Skip if: 8/8 products ; [medium] Price in prose ≠ price field: VEIKK VK1200 V2 Drawing Tablet with Screen,11.6'',16384 Pressure Sentivity: $90 vs $142.99 ; [medium] Price in prose ≠ price field: HUION Drawing Tablet H420X Graphics Tablet with 8192 Level Pen Pressure: $100 vs $24.99 ; [medium] Price in prose ≠ price field: Wacom Intuos Small: $100 vs $39.95 ; [medium] Price in prose ≠ price field: UGEE M708 Drawing Tablet: $100 vs $37.76 ; [medium] Price in prose ≠ price field: UGEE Drawing Tablet Graphics: $100 vs $39.99 ; [medium] Price in prose ≠ price field: HUION Inspiroy H640P 6x4 inch Drawing Tablet 8192 Pen Pressure: $100 vs $27.99 ; [medium] Price in prose ≠ price field: XOPPOX Graphics Drawing Tablet: $100 vs $37.99 ; [medium] Price in prose ≠ price field: Graphics Drawing Tablet: $100 vs $49.99 ; [medium] R5 title identical to sister site: 8 Best Drawing Tablets With Screens Under $90 in 2026 ; [low] R6 formulaic title: 8 Best Drawing Tablets With Screens Under $90 in 2026"
"best-drawing-tablets-with-screens-under-100","/guide/best-drawing-tablets-with-screens-under-100","rich","not rewritten","8 Best Drawing Tablets With Screens Under $100 in 2026","0","9","2","29","no","[low] R14 missing Skip if: 8/8 products ; [medium] Price in prose ≠ price field: VEIKK VK1200 V2 Drawing Tablet with Screen,11.6'',16384 Pressure Sentivity: $100 vs $142.99 ; [medium] Price in prose ≠ price field: HUION Drawing Tablet H420X Graphics Tablet with 8192 Level Pen Pressure: $100 vs $24.99 ; [medium] Price in prose ≠ price field: Wacom Intuos Small: $100 vs $39.95 ; [medium] Price in prose ≠ price field: UGEE M708 Drawing Tablet: $100 vs $37.76 ; [medium] Price in prose ≠ price field: UGEE Drawing Tablet Graphics: $100 vs $39.99 ; [medium] Price in prose ≠ price field: HUION Inspiroy H640P 6x4 inch Drawing Tablet 8192 Pen Pressure: $100 vs $27.99 ; [medium] Price in prose ≠ price field: XOPPOX Graphics Drawing Tablet: $100 vs $37.99 ; [medium] Price in prose ≠ price field: Graphics Drawing Tablet: $100 vs $49.99 ; [medium] R5 title identical to sister site: 8 Best Drawing Tablets With Screens Under $100 in 2026 ; [low] R6 formulaic title: 8 Best Drawing Tablets With Screens Under $100 in 2026"
"best-monitor-stands-with-drawers","/guide/best-monitor-stands-with-drawers","rich","not rewritten","4 Best Monitor Stands with Drawers in 2026","2","2","2","28","yes","[low] R14 missing Skip if: 4/4 products ; [high] R3 possible hands-on claim (verify): 1× after months of use ; [medium] R31 template phrase: 6× that's a real strength | weigh it against the flip side | worth calling out specifically | set against that ; [high] Star rating in prose: 4× 4.7-star | 4.5-star | 4.6-star ; [medium] R5 title identical to sister site: 4 Best Monitor Stands with Drawers in 2026 ; [low] R6 formulaic title: 4 Best Monitor Stands with Drawers in 2026"
"best-under-desk-elliptical","/work-better/best-under-desk-elliptical","rich","not rewritten","8 Best Under Desk Ellipticals in 2026","1","3","3","27","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best under desk ellipticals in 2026, from the most-reviewed Cubii JR1 to a motorized pic ; [medium] R31 template phrase: 11× a genuine advantage here | neither should be a surprise | that's a real strength | weigh it against the flip side ; [high] Star rating in prose: 1× 4.6 stars ; [low] R42 population claim: 1× most people ; [medium] R5 title identical to sister site: 8 Best Under Desk Ellipticals in 2026 ; [low] R6 formulaic title: 8 Best Under Desk Ellipticals in 2026"
"best-tablet-stands","/guide/best-tablet-stands","hand-authored page","not rewritten","10 Best Tablet Stands for Desk, Bed, Drawing & Everyday Use (2026)","2","1","3","26","yes","[low] Legacy affiliate-style layout: old card/orange styling in page markup ; [high] R3 possible hands-on claim (verify): 1× we tested ; [low] R32 marketing adjective: 1× perfect ; [high] Star rating in prose: 6× 4.6-star | 4.8 stars ; [low] R42 population claim: 1× most people ; [medium] R5 title identical to sister site: 10 Best Tablet Stands for Desk, Bed, Drawing & Everyday Use (2026)"
"best-gaming-chair-for-adults","/chairs/best-gaming-chair-for-adults","rich","not rewritten","8 Best Gaming Chairs for Adults in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R31 template phrase: 14× that's a real strength | weigh it against the flip side | worth calling out specifically | set against that ; [high] Star rating in prose: 5× 4.2 stars | 4.4 stars ; [medium] R41 usage threshold: 1× 1 to 2 hours daily ; [medium] R5 title identical to sister site: 8 Best Gaming Chairs for Adults in 2026 ; [low] R6 formulaic title: 8 Best Gaming Chairs for Adults in 2026"
"best-gaming-chair-under-100","/chairs/best-gaming-chair-under-100","rich","not rewritten","8 Best Gaming Chairs Under $100 in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] Price in prose ≠ price field: GTPLAYER Gaming Chair (Mist-Blue, Pocket Spring + Footrest, 350 lbs): $100 vs $89.94 ; [medium] R31 template phrase: 15× at a budget-friendly price | that's a real strength | weigh it against the flip side | worth calling out specifically ; [high] Star rating in prose: 10× 4.3 stars | 4.4 stars | 4.4-star | 4.5 stars ; [medium] R5 title identical to sister site: 8 Best Gaming Chairs Under $100 in 2026 ; [low] R6 formulaic title: 8 Best Gaming Chairs Under $100 in 2026"
"best-gaming-chair-mesh","/chairs/best-gaming-chair-mesh","rich","not rewritten","6 Best Mesh Gaming Chairs in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 6/6 products ; [medium] Price in prose ≠ price field: SIHOO M18 Ergonomic Mesh Chair (Black, Memory Foam Seat, 330 lbs): $150 vs $132.99 ; [medium] R31 template phrase: 10× at a budget-friendly price | that's a real strength | weigh it against the flip side | worth calling out specifically ; [high] Star rating in prose: 3× 4.2 stars | 4.5 stars ; [medium] R5 title identical to sister site: 6 Best Mesh Gaming Chairs in 2026 ; [low] R6 formulaic title: 6 Best Mesh Gaming Chairs in 2026"
"best-chair-mat-for-carpet","/chairs/best-chair-mat-for-carpet","rich","not rewritten","8 Best Chair Mats for Carpet in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best chair mats for carpet in 2026, matched to pile height, cleat grip, and chair weight ; [medium] R31 template phrase: 12× a genuine advantage here | neither should be a surprise | that's a real strength | weigh it against the flip side ; [high] Star rating in prose: 1× 4.3-star ; [medium] R5 title identical to sister site: 8 Best Chair Mats for Carpet in 2026 ; [low] R6 formulaic title: 8 Best Chair Mats for Carpet in 2026"
"best-chair-mats","/chairs/best-chair-mats","rich","not rewritten","8 Best Chair Mats in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best chair mats in 2026 for carpet, hard floor, and dual-use setups, from budget vinyl t ; [medium] R31 template phrase: 12× neither should be a surprise | that's a real strength | weigh it against the flip side | at a budget-friendly price ; [high] Star rating in prose: 4× 4.6-star | 4.7 stars | 4.8 stars ; [medium] R5 title identical to sister site: 8 Best Chair Mats in 2026 ; [low] R6 formulaic title: 8 Best Chair Mats in 2026"
"best-rolling-chair-mat","/chairs/best-rolling-chair-mat","rich","not rewritten","8 Best Rolling Chair Mats in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best rolling chair mats in 2026 for hard floors and carpet, from a $21 budget PVC mat to ; [medium] R31 template phrase: 11× worth calling out specifically | set against that | both matter when comparing | a genuine advantage here ; [high] Star rating in prose: 2× 4.7 stars ; [medium] R5 title identical to sister site: 8 Best Rolling Chair Mats in 2026 ; [low] R6 formulaic title: 8 Best Rolling Chair Mats in 2026"
"best-chair-mat-high-pile-carpet","/chairs/best-chair-mat-high-pile-carpet","rich","not rewritten","8 Best Chair Mats for High Pile Carpet in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best chair mats for high pile carpet in 2026, from extra-high-pile-rated vinyl to rigid  ; [medium] R31 template phrase: 11× set against that | both matter when comparing | a genuine advantage here | neither should be a surprise ; [high] Star rating in prose: 1× 4.7 stars ; [medium] R5 title identical to sister site: 8 Best Chair Mats for High Pile Carpet in 2026 ; [low] R6 formulaic title: 8 Best Chair Mats for High Pile Carpet in 2026"
"best-chair-mat-hard-floor","/chairs/best-chair-mat-hard-floor","rich","not rewritten","8 Best Chair Mats for Hard Floors in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best chair mats for hard floors in 2026, from a $18.99 budget PVC pick to a tempered gla ; [medium] R31 template phrase: 11× neither should be a surprise | that's a real strength | weigh it against the flip side | worth calling out specifically ; [high] Star rating in prose: 3× 4.2-star | 4.4-star | 4.6 stars ; [medium] R5 title identical to sister site: 8 Best Chair Mats for Hard Floors in 2026 ; [low] R6 formulaic title: 8 Best Chair Mats for Hard Floors in 2026"
"best-chair-mats-for-thick-carpet","/chairs/best-chair-mats-for-thick-carpet","rich","not rewritten","8 Best Chair Mats for Thick Carpet in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 8/8 products ; [medium] R26 SEO-style meta description: 8 best chair mats for thick carpet in 2026, from a GreenGuard-certified polycarbonate pick ; [medium] R31 template phrase: 11× worth calling out specifically | set against that | both matter when comparing | a genuine advantage here ; [high] Star rating in prose: 1× 4.2 stars ; [medium] R5 title identical to sister site: 8 Best Chair Mats for Thick Carpet in 2026 ; [low] R6 formulaic title: 8 Best Chair Mats for Thick Carpet in 2026"
"best-ultrawide-monitor-arm","/desk-setup/best-ultrawide-monitor-arm","rich","not rewritten","6 Best Ultrawide Monitor Arms in 2026","1","3","2","26","yes","[low] R14 missing Skip if: 6/6 products ; [medium] R26 SEO-style meta description: 6 best ultrawide monitor arms in 2026 for 34-inch and 49-inch super-ultrawides, from a $29 ; [medium] R31 template phrase: 9× that's a real strength | weigh it against the flip side | worth calling out specifically | set against that ; [high] Star rating in prose: 3× 4.7 stars | 4.9 stars ; [medium] R5 title identical to sister site: 6 Best Ultrawide Monitor Arms in 2026 ; [low] R6 formulaic title: 6 Best Ultrawide Monitor Arms in 2026"
